Início,Término,Bacia,Ativo,Operador,Ambiente,Lâmina d'água,Código (ANP),Objetivo,Sonda,Info
1983-01-31,1983-02-07,Sergipe,,Petrobras,TERRA,0,7CP711SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-02-13,1983-02-19,Sergipe,,Petrobras,TERRA,0,7CP714SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-02-23,1983-03-03,Sergipe,,Petrobras,TERRA,0,7CP716SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-03-07,1983-03-14,Sergipe,,Petrobras,TERRA,0,7CP719SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-03-12,1983-03-19,Sergipe,,Petrobras,TERRA,0,7CP720SE,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1983-03-16,1983-03-21,Sergipe,,Petrobras,TERRA,0,7CP722SE,produção,SONDA CONVENCIONAL 92,Sonda Deslocada
1983-03-17,1983-03-25,Sergipe,,Petrobras,TERRA,0,7CP724SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-03-23,1983-03-30,Sergipe,,Petrobras,TERRA,0,7CP725SE,produção,SONDA CONVENCIONAL 40,Sonda Deslocada
1983-03-24,1983-04-01,Sergipe,,Petrobras,TERRA,0,7CP726SE,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1983-03-29,1983-04-05,Sergipe,,Petrobras,TERRA,0,7CP728SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-04-07,1983-04-12,Sergipe,,Petrobras,TERRA,0,7CP729SE,produção,SONDA CONVENCIONAL 92,Sonda Deslocada
1983-04-09,1983-04-24,Sergipe,,Petrobras,TERRA,0,7CP730SE,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1983-04-10,1983-04-17,Sergipe,,Petrobras,TERRA,0,7CP734SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-04-18,1983-04-23,Sergipe,,Petrobras,TERRA,0,7CP735SE,produção,SONDA CONVENCIONAL 92,Sonda Deslocada
1983-04-21,1983-04-27,Sergipe,,Petrobras,TERRA,0,7CP736SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-04-29,1983-05-10,Sergipe,,Petrobras,TERRA,0,7CP739SE,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1983-04-30,1983-05-07,Sergipe,,Petrobras,TERRA,0,7CP741SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-05-11,1983-05-19,Sergipe,,Petrobras,TERRA,0,7CP743SE,produção,SONDA CONVENCIONAL 92,Sonda Deslocada
1983-05-16,1983-05-27,Sergipe,,Petrobras,TERRA,0,7CP745SE,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1983-05-14,1983-05-20,Sergipe,,Petrobras,TERRA,0,7CP746SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-05-23,1983-05-30,Sergipe,,Petrobras,TERRA,0,7CP748SE,produção,SONDA CONVENCIONAL 92,Sonda Deslocada
1983-05-24,1983-05-31,Sergipe,,Petrobras,TERRA,0,7CP749SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-06-03,1983-06-09,Sergipe,,Petrobras,TERRA,0,7CP750SE,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1983-06-04,1983-06-11,Sergipe,,Petrobras,TERRA,0,7CP753SE,produção,SONDA CONVENCIONAL 92,Sonda Deslocada
1983-06-05,1983-06-10,Sergipe,,Petrobras,TERRA,0,7CP754SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-06-14,1983-06-21,Sergipe,,Petrobras,TERRA,0,7CP756SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-06-27,1983-07-04,Sergipe,,Petrobras,TERRA,0,7CP758SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-07-11,1983-07-22,Sergipe,,Petrobras,TERRA,0,7CP760SE,produção,SONDA CONVENCIONAL 74,Sonda Deslocada
1983-07-17,1983-07-23,Sergipe,,Petrobras,TERRA,0,7CP762SE,produção,SONDA CONVENCIONAL 75,Sonda Deslocada
1983-08-19,1983-09-20,Sergipe,,Petrobras,TERRA,0,7CP773SE,produção,SONDA CONVENCIONAL 74,Sonda Deslocada
1983-08-29,1983-09-05,Sergipe,,Petrobras,TERRA,0,7CP775SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-10-05,1983-10-11,Sergipe,,Petrobras,TERRA,0,7CP787SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-10-15,1983-10-22,Sergipe,,Petrobras,TERRA,0,7CP792SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-11-30,1983-12-08,Sergipe,,Petrobras,TERRA,0,7CP810SE,produção,SONDA CONVENCIONAL 74,Sonda Deslocada
1983-12-12,1983-12-18,Sergipe,,Petrobras,TERRA,0,7CP813SE,produção,SONDA CONVENCIONAL 74,Sonda Deslocada
1983-12-22,1983-12-26,Sergipe,,Petrobras,TERRA,0,7CP818SE,produção,SONDA CONVENCIONAL 74,Sonda Deslocada
1983-01-25,1983-02-08,Sergipe,,Petrobras,TERRA,0,8CP710DSE,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1983-04-29,1983-05-02,Sergipe,,Petrobras,TERRA,0,8CP737SE,produção,SONDA CONVENCIONAL 40,Sonda Deslocada
1983-04-29,1983-05-08,Sergipe,,Petrobras,TERRA,0,8CP740SE,produção,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-05-07,1983-05-17,Sergipe,,Petrobras,TERRA,0,8CP742SE,produção,SONDA CONVENCIONAL 40,Sonda Deslocada
1983-05-19,1983-05-27,Sergipe,,Petrobras,TERRA,0,8CP747SE,produção,SONDA CONVENCIONAL 41,Sonda Deslocada
1983-06-03,1983-06-11,Sergipe,,Petrobras,TERRA,0,8CP751SE,produção,SONDA CONVENCIONAL 41,Sonda Deslocada
1983-06-04,1983-06-13,Sergipe,,Petrobras,TERRA,0,8CP752SE,produção,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-06-15,1983-07-02,Sergipe,,Petrobras,TERRA,0,8CP755SE,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1983-06-17,1983-06-29,Sergipe,,Petrobras,TERRA,0,8CP757SE,produção,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-07-26,1983-08-14,Sergipe,,Petrobras,TERRA,0,8CP765SE,produção,SONDA CONVENCIONAL 74,Sonda Deslocada
1983-09-17,1983-09-27,Sergipe,,Petrobras,TERRA,0,8CP782SE,produção,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-09-24,1983-10-02,Sergipe,,Petrobras,TERRA,0,8CP784SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-10-07,1983-10-15,Sergipe,,Petrobras,TERRA,0,8CP789SE,produção,SONDA CONVENCIONAL 74,Sonda Deslocada
1983-10-26,1983-11-02,Sergipe,,Petrobras,TERRA,0,8CP795SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-11-04,1983-11-12,Sergipe,,Petrobras,TERRA,0,8CP799SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-11-09,1983-11-16,Sergipe,,Petrobras,TERRA,0,8CP802SE,produção,SONDA CONVENCIONAL 74,Sonda Deslocada
1983-11-18,1983-11-22,Sergipe,,Petrobras,TERRA,0,8CP804SE,produção,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-11-19,1983-11-27,Sergipe,,Petrobras,TERRA,0,8CP805SE,produção,SONDA CONVENCIONAL 74,Sonda Deslocada
1983-12-21,1983-12-21,Sergipe,,Petrobras,TERRA,0,8CP814ASE,produção,SONDA CONVENCIONAL 75,Sonda Deslocada
1983-12-23,1983-12-31,Sergipe,,Petrobras,TERRA,0,8CP814BSE,produção,SONDA CONVENCIONAL 75,Sonda Deslocada
1983-12-13,1983-12-18,Sergipe,,Petrobras,TERRA,0,8CP814SE,produção,SONDA CONVENCIONAL 75,Sonda Deslocada
1983-12-25,1983-12-31,Sergipe,,Petrobras,TERRA,0,8CP820SE,produção,SONDA CONVENCIONAL 92,Sonda Deslocada
1983-12-27,1984-01-02,Sergipe,,Petrobras,TERRA,0,8CP822SE,produção,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-01-22,1983-02-03,Sergipe,,Petrobras,TERRA,0,9CP705ASE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-01-02,1983-01-17,Sergipe,,Petrobras,TERRA,0,9CP706SE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-01-06,1983-01-15,Sergipe,,Petrobras,TERRA,0,9CP707SE,N.D.,SONDA CONVENCIONAL 44,Sonda Deslocada
1983-01-05,1983-01-17,Sergipe,,Petrobras,TERRA,0,9CP708SE,N.D.,SONDA CONVENCIONAL 75,Sonda Deslocada
1983-02-09,1983-02-21,Sergipe,,Petrobras,TERRA,0,9CP712SE,N.D.,SONDA CONVENCIONAL 75,Sonda Deslocada
1983-02-13,1983-02-21,Sergipe,,Petrobras,TERRA,0,9CP713SE,N.D.,SONDA CONVENCIONAL 44,Sonda Deslocada
1983-02-15,1983-02-24,Sergipe,,Petrobras,TERRA,0,9CP715SE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-02-27,1983-03-06,Sergipe,,Petrobras,TERRA,0,9CP717SE,N.D.,SONDA CONVENCIONAL 44,Sonda Deslocada
1983-02-27,1983-03-08,Sergipe,,Petrobras,TERRA,0,9CP718SE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-03-13,1983-03-20,Sergipe,,Petrobras,TERRA,0,9CP721SE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-03-18,1983-03-26,Sergipe,,Petrobras,TERRA,0,9CP723SE,N.D.,SONDA CONVENCIONAL 41,Sonda Deslocada
1983-03-24,1983-04-04,Sergipe,,Petrobras,TERRA,0,9CP727SE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-04-08,1983-04-25,Sergipe,,Petrobras,TERRA,0,9CP731SE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-04-09,1983-04-17,Sergipe,,Petrobras,TERRA,0,9CP732SE,N.D.,SONDA CONVENCIONAL 40,Sonda Deslocada
1983-04-09,1983-04-20,Sergipe,,Petrobras,TERRA,0,9CP733SE,N.D.,SONDA CONVENCIONAL 41,Sonda Deslocada
1983-04-29,1983-05-09,Sergipe,,Petrobras,TERRA,0,9CP738SE,N.D.,SONDA CONVENCIONAL 41,Sonda Deslocada
1983-05-12,1983-05-26,Sergipe,,Petrobras,TERRA,0,9CP744SE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-07-03,1983-07-12,Sergipe,,Petrobras,TERRA,0,9CP759SE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-07-17,1983-07-27,Sergipe,,Petrobras,TERRA,0,9CP761SE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-07-19,1983-07-26,Sergipe,,Petrobras,TERRA,0,9CP763SE,N.D.,SONDA CONVENCIONAL 92,Sonda Deslocada
1983-07-23,1983-08-01,Sergipe,,Petrobras,TERRA,0,9CP764SE,N.D.,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-07-30,1983-08-08,Sergipe,,Petrobras,TERRA,0,9CP766SE,N.D.,SONDA CONVENCIONAL 92,Sonda Deslocada
1983-08-01,1983-08-10,Sergipe,,Petrobras,TERRA,0,9CP767SE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-08-06,1983-08-12,Sergipe,,Petrobras,TERRA,0,9CP768SE,N.D.,SONDA CONVENCIONAL 76,Sonda Deslocada
1983-08-13,1983-08-20,Sergipe,,Petrobras,TERRA,0,9CP769SE,N.D.,SONDA CONVENCIONAL 92,Sonda Deslocada
1983-08-14,1983-08-26,Sergipe,,Petrobras,TERRA,0,9CP770SE,N.D.,SONDA CONVENCIONAL 93,Sonda Deslocada
1983-08-15,1983-08-24,Sergipe,,Petrobras,TERRA,0,9CP771SE,N.D.,SONDA CONVENCIONAL 41,Sonda Deslocada
1983-08-16,1983-08-24,Sergipe,,Petrobras,TERRA,0,9CP772SE,N.D.,SONDA CONVENCIONAL 76,Sonda Deslocada
